井名,深度,GR,SP,AC,CAL,DEN,CNL,PE,RD,SW,RD_RS_ratio,y_fine,y_coarse
延945,3960.25,19.994,68.34,167.116,22.512,2.735,8.846,3.277,154.969,78.924,0.98,含气层,气层优势类
延945,3960.375,17.837,68.253,167.049,22.512,2.734,8.523,3.11,148.699,72.98,0.979,含气层,气层优势类
延945,3960.5,15.905,68.184,166.887,22.529,2.73,8.421,3.029,137.75,65.845,0.978,含气层,气层优势类
延945,3960.625,14.7,68.138,166.562,22.578,2.724,8.566,2.993,127.322,63.315,0.98,含气层,气层优势类
延945,3960.75,14.018,68.118,166.059,22.651,2.721,8.792,2.99,121.31,58.188,0.982,含气层,气层优势类
延945,3960.875,13.75,68.128,165.386,22.716,2.724,8.899,2.999,120.497,56.092,0.984,含气层,气层优势类
延945,3961.0,13.768,68.177,164.529,22.749,2.734,8.874,3.003,124.364,57.82,0.985,含气层,气层优势类
延945,3961.125,13.84,68.267,163.53,22.782,2.747,8.707,3.008,130.196,59.688,0.984,含气层,气层优势类
延945,3961.25,14.135,68.405,162.434,22.802,2.761,8.427,3.034,136.221,60.235,0.984,含气层,气层优势类
延945,3961.375,14.895,68.601,161.366,22.816,2.772,8.182,3.081,141.587,60.117,0.983,含气层,气层优势类
延945,3961.5,15.877,68.855,160.519,22.777,2.782,8.006,3.072,147.22,60.542,0.984,含气层,气层优势类
延945,3961.625,16.799,69.172,160.182,22.712,2.79,7.883,2.955,155.154,62.476,0.985,含气层,气层优势类
延945,3961.75,17.404,69.554,160.581,22.62,2.796,7.735,2.887,167.771,64.572,0.986,含气层,气层优势类
延945,3961.875,17.854,69.994,161.661,22.554,2.801,7.559,2.843,185.781,66.114,0.986,含气层,气层优势类
延945,3962.0,18.574,70.491,163.269,22.516,2.803,7.341,2.803,209.949,69.262,0.986,含气层,气层优势类
延991-3,4176.5,26.39,87.386,171.917,22.3,2.753,1.582,3.338,290.875,47.461,1.17,含气层,气层优势类
延991-3,4176.625,25.356,87.234,173.91,22.353,2.746,1.587,3.338,99.417,71.326,1.17,含气层,气层优势类
延991-3,4176.75,23.583,87.098,175.219,22.386,2.742,1.597,3.339,56.913,89.022,1.17,含气层,气层优势类
延991-3,4176.875,22.058,86.98,175.548,22.395,2.737,1.62,3.342,39.618,100.0,1.16,含气层,气层优势类
延991-3,4177.0,21.271,86.877,175.01,22.379,2.732,1.656,3.344,32.169,100.0,1.16,含气层,气层优势类
延991-3,4177.125,20.779,86.789,173.927,22.348,2.73,1.711,3.347,29.609,100.0,1.16,含气层,气层优势类
延991-3,4177.25,20.064,86.716,172.807,22.316,2.728,1.803,3.35,29.747,100.0,1.16,含气层,气层优势类
延991-3,4177.375,19.251,86.659,172.241,22.301,2.728,1.937,3.353,31.356,100.0,1.16,含气层,气层优势类
延991-3,4177.5,18.763,86.617,172.285,22.305,2.73,2.103,3.359,33.088,100.0,1.16,含气层,气层优势类
延991-3,4177.625,18.752,86.588,172.672,22.318,2.732,2.271,3.366,34.482,100.0,1.16,含气层,气层优势类
延991-3,4177.75,19.291,86.574,172.985,22.327,2.734,2.38,3.373,35.797,99.769,1.16,含气层,气层优势类
延991-3,4177.875,20.463,86.576,172.933,22.325,2.735,2.394,3.376,37.566,98.491,1.16,含气层,气层优势类
延991-3,4178.0,21.84,86.594,172.531,22.314,2.738,2.313,3.375,39.803,97.533,1.16,含气层,气层优势类
延991-3,4178.125,22.76,86.627,171.931,22.299,2.741,2.167,3.372,42.377,96.52,1.16,含气层,气层优势类
延991-3,4178.25,22.801,86.678,171.279,22.281,2.745,2.03,3.368,45.163,94.717,1.16,含气层,气层优势类
延991-3,4178.375,22.146,86.748,170.709,22.267,2.75,1.948,3.366,47.789,92.199,1.16,含气层,气层优势类
延991-3,4178.5,21.465,86.837,170.237,22.255,2.756,1.939,3.366,49.808,89.857,1.17,含气层,气层优势类
横4-3,3496.0,38.696,72.105,155.012,23.574,2.762,8.244,2.937,192.499,100.0,1.13,含气层,气层优势类
横4-3,3496.125,28.178,71.917,152.804,23.676,2.739,7.316,3.307,268.564,83.464,1.14,含气层,气层优势类
横4-3,3496.25,22.326,71.732,154.63,23.795,2.716,7.14,3.695,310.099,58.608,1.15,含气层,气层优势类
横4-3,3496.375,18.848,71.549,157.132,23.928,2.698,7.271,3.848,312.345,32.597,1.15,含气层,气层优势类
横4-3,3496.5,17.524,71.367,158.782,24.074,2.682,7.427,3.767,288.77,22.977,1.15,含气层,气层优势类
横4-3,3496.625,17.702,71.186,159.003,24.212,2.671,7.549,3.648,257.868,21.912,1.16,含气层,气层优势类
横4-3,3496.75,18.292,71.007,157.898,24.327,2.667,7.707,3.577,225.105,22.841,1.16,含气层,气层优势类
横4-3,3496.875,18.672,70.834,156.018,24.406,2.67,7.862,3.509,194.039,24.724,1.16,含气层,气层优势类
横4-3,3497.0,18.75,70.664,155.588,24.463,2.679,7.936,3.359,169.804,27.881,1.16,含气层,气层优势类
横4-3,3497.125,18.605,70.508,157.286,24.518,2.693,7.985,3.154,153.513,29.716,1.16,含气层,气层优势类
横4-3,3497.25,18.418,70.382,159.788,24.613,2.708,8.155,3.03,142.851,30.124,1.16,含气层,气层优势类
横4-3,3497.375,18.4,70.277,161.93,24.776,2.716,8.442,3.004,133.386,28.696,1.16,含气层,气层优势类
横4-3,3497.5,18.872,70.194,162.97,25.015,2.715,8.717,3.009,124.25,27.361,1.16,含气层,气层优势类
横4-3,3497.625,19.767,70.129,162.162,25.302,2.705,8.899,3.061,116.693,26.427,1.15,含气层,气层优势类
横4-3,3497.75,20.433,70.072,161.267,25.548,2.69,8.997,3.189,110.991,25.734,1.15,含气层,气层优势类
横4-3,3497.875,20.639,70.015,161.556,25.677,2.673,9.008,3.402,106.775,25.608,1.15,含气层,气层优势类
横4-3,3498.0,20.65,69.954,162.228,25.693,2.66,9.013,3.631,103.637,25.11,1.15,含气层,气层优势类
靖93,3620.0,17.591,75.305,173.393,20.979,2.772,7.186,3.332,217.521,34.772,1.17,含气层,气层优势类
靖93,3620.125,16.682,75.071,175.899,20.872,2.761,7.365,3.282,186.613,29.651,1.17,含气层,气层优势类
靖93,3620.25,16.867,74.845,176.296,20.809,2.751,7.578,3.238,159.353,31.092,1.17,含气层,气层优势类
靖93,3620.375,17.69,74.627,175.151,20.786,2.746,7.767,3.21,138.927,32.02,1.17,含气层,气层优势类
靖93,3620.5,18.644,74.42,172.995,20.843,2.746,7.909,3.193,126.348,32.117,1.17,含气层,气层优势类
靖93,3620.625,19.308,74.225,170.434,20.946,2.751,7.953,3.183,123.189,31.433,1.17,含气层,气层优势类
靖93,3620.75,18.765,74.046,168.158,21.097,2.756,7.853,3.172,129.717,30.547,1.17,含气层,气层优势类
靖93,3620.875,18.487,73.883,166.574,21.275,2.761,7.614,3.16,142.03,29.709,1.17,含气层,气层优势类
靖93,3621.0,18.887,73.737,165.902,21.459,2.767,7.353,3.145,158.8,28.708,1.17,含气层,气层优势类
靖93,3621.125,19.964,73.608,166.142,21.544,2.775,7.17,3.128,177.902,28.535,1.17,含气层,气层优势类
靖93,3621.25,21.668,73.501,167.505,21.534,2.785,7.127,3.111,191.428,35.579,1.17,含气层,气层优势类
靖93,3621.375,22.652,73.413,169.649,21.507,2.794,7.206,3.09,194.406,35.491,1.17,含气层,气层优势类
靖93,3621.5,22.076,73.344,171.791,21.518,2.8,7.29,3.069,189.43,28.179,1.17,含气层,气层优势类
靖93,3621.625,20.439,73.293,172.824,21.595,2.8,7.294,3.048,182.537,28.124,1.17,含气层,气层优势类
靖93,3621.75,19.293,73.264,171.443,21.749,2.795,7.178,3.03,179.872,28.083,1.17,含气层,气层优势类
靖93,3621.875,18.984,73.252,168.099,21.935,2.787,6.967,3.025,184.805,27.99,1.17,含气层,气层优势类
靖93,3622.0,19.3,73.256,163.893,22.099,2.781,6.763,3.037,197.843,34.077,1.17,含气层,气层优势类
延919,3817.0,16.229,24.523,165.674,21.368,2.682,7.614,3.081,90.998,100.0,0.963,含气层,气层优势类
延919,3817.125,16.281,23.506,164.975,21.367,2.66,7.687,3.058,85.678,100.0,0.959,含气层,气层优势类
延919,3817.25,18.647,22.579,164.521,21.364,2.648,7.723,3.053,78.795,100.0,0.953,含气层,气层优势类
延919,3817.375,20.997,21.775,164.326,21.361,2.647,7.736,3.05,74.994,100.0,0.954,含气层,气层优势类
延919,3817.5,20.949,21.121,164.351,21.369,2.656,7.658,3.042,76.567,100.0,0.952,含气层,气层优势类
延919,3817.625,21.054,20.648,164.461,21.373,2.673,7.496,3.027,76.433,100.0,0.951,含气层,气层优势类
延919,3817.75,20.428,20.327,164.447,21.382,2.691,7.286,3.011,77.387,100.0,0.954,含气层,气层优势类
延919,3817.875,18.853,20.15,164.175,21.39,2.708,7.064,3.005,80.034,100.0,0.956,含气层,气层优势类
延919,3818.0,17.291,20.109,163.611,21.397,2.724,6.893,3.014,83.365,100.0,0.96,含气层,气层优势类
延919,3818.125,18.513,20.203,162.797,21.396,2.736,6.729,3.046,86.679,100.0,0.966,含气层,气层优势类
延919,3818.25,20.199,20.398,161.907,21.394,2.74,6.548,3.093,90.591,100.0,0.974,含气层,气层优势类
延919,3818.375,20.388,20.692,161.039,21.402,2.734,6.376,3.146,93.63,100.0,0.978,含气层,气层优势类
延919,3818.5,19.468,21.08,160.238,21.401,2.723,6.247,3.195,95.716,100.0,0.98,含气层,气层优势类
延919,3818.625,19.066,21.573,159.489,21.407,2.716,6.195,3.232,97.326,100.0,0.988,含气层,气层优势类
延919,3818.75,19.623,22.155,158.736,21.42,2.718,6.187,3.257,101.711,100.0,0.999,含气层,气层优势类
延919,3818.875,20.295,22.839,157.949,21.434,2.728,6.207,3.275,108.537,100.0,1.01,含气层,气层优势类
延919,3819.0,21.077,23.637,157.137,21.455,2.741,6.253,3.296,114.825,100.0,1.02,含气层,气层优势类
延919,3819.125,20.914,24.561,156.341,21.462,2.747,6.297,3.332,121.322,100.0,1.03,含气层,气层优势类
延919,3819.25,20.322,25.558,155.602,21.469,2.741,6.283,3.382,129.63,100.0,1.04,含气层,气层优势类
延919,3819.375,20.243,26.594,154.943,21.471,2.729,6.241,3.44,137.982,100.0,1.06,含气层,气层优势类
延919,3819.5,21.134,27.649,154.375,21.424,2.719,6.209,3.494,144.684,100.0,1.07,含气层,气层优势类
延919,3819.625,21.404,28.746,153.901,21.421,2.719,6.128,3.531,149.879,100.0,1.07,含气层,气层优势类
延919,3819.75,22.01,29.902,153.488,21.437,2.728,6.012,3.548,155.57,100.0,1.08,含气层,气层优势类
延919,3819.875,22.645,31.133,153.111,21.45,2.744,5.896,3.548,164.002,100.0,1.09,含气层,气层优势类
延919,3820.0,22.642,32.441,152.745,21.447,2.76,5.793,3.537,172.366,100.0,1.1,含气层,气层优势类
延976,3471.0,22.919,-20.383,178.141,22.168,2.692,16.054,3.041,38.237,47.342,0.945,含气层,气层优势类
延976,3471.125,22.921,-20.612,177.372,22.177,2.692,16.191,3.022,37.382,50.344,0.94,含气层,气层优势类
延976,3471.25,22.723,-20.399,174.778,22.201,2.694,15.752,3.004,38.493,43.647,0.935,含气层,气层优势类
延976,3471.375,22.432,-19.88,170.543,22.219,2.699,14.771,3.0,42.308,45.546,0.93,含气层,气层优势类
延976,3471.5,22.324,-19.524,167.861,22.221,2.712,14.272,3.0,45.561,47.825,0.927,含气层,气层优势类
延976,3471.625,22.344,-19.315,163.842,22.218,2.722,13.619,3.0,52.183,58.634,0.924,含气层,气层优势类
延976,3471.75,22.679,-18.712,160.497,22.213,2.736,13.455,2.971,60.008,65.214,0.921,含气层,气层优势类
延976,3471.875,23.001,-17.737,159.442,22.208,2.746,13.353,2.948,64.017,84.663,0.92,含气层,气层优势类
延976,3472.0,23.532,-17.072,159.76,22.192,2.749,13.338,2.944,66.418,91.036,0.915,含气层,气层优势类
延976,3472.125,23.496,-15.91,160.57,22.166,2.746,13.32,2.944,63.124,80.282,0.91,含气层,气层优势类
延976,3472.25,23.229,-14.511,162.49,22.152,2.742,13.387,2.944,59.29,62.781,0.909,含气层,气层优势类
延976,3472.375,23.069,-13.727,164.297,22.121,2.735,13.738,2.944,52.634,77.243,0.91,含气层,气层优势类
延976,3472.5,23.683,-12.902,165.21,22.102,2.729,14.051,2.944,47.4,69.948,0.915,含气层,气层优势类
延976,3472.625,24.16,-12.583,166.891,22.104,2.727,14.677,2.944,45.356,94.655,0.919,含气层,气层优势类
延976,3472.75,24.396,-12.183,167.902,22.125,2.729,15.156,2.944,43.721,100.0,0.924,含气层,气层优势类
延976,3472.875,24.022,-11.102,167.604,22.137,2.733,15.308,2.915,43.131,100.0,0.927,含气层,气层优势类
延976,3473.0,23.781,-10.089,165.891,22.153,2.736,15.404,2.893,42.861,100.0,0.933,含气层,气层优势类
延976,3473.125,23.641,-8.023,164.071,22.145,2.739,15.308,2.889,42.659,100.0,0.938,含气层,气层优势类
延976,3473.25,23.559,-5.855,163.223,22.132,2.74,14.827,2.889,42.461,100.0,0.94,含气层,气层优势类
延976,3473.375,23.297,-4.725,162.896,22.105,2.738,14.138,2.889,42.216,96.091,0.944,含气层,气层优势类
延976,3473.5,23.401,-3.122,163.077,22.108,2.732,13.823,2.889,42.96,74.647,0.948,含气层,气层优势类
延976,3473.625,23.911,-1.226,163.151,22.124,2.73,13.383,2.904,44.169,51.536,0.952,含气层,气层优势类
延976,3473.75,25.508,-0.011,161.884,22.165,2.736,12.91,2.937,48.409,53.754,0.962,含气层,气层优势类
延976,3473.875,27.213,2.056,160.524,22.199,2.755,12.516,2.959,57.213,60.062,0.978,含气层,气层优势类
延976,3474.0,28.091,4.571,157.386,22.205,2.769,11.682,2.978,64.69,72.265,0.987,含气层,气层优势类
延976,3474.125,29.105,6.231,154.118,22.192,2.788,11.154,2.996,80.161,95.765,0.998,含气层,气层优势类
延976,3474.25,29.378,9.187,152.56,22.177,2.802,11.129,3.044,90.379,100.0,1,含气层,气层优势类
延976,3474.375,29.182,11.1,150.54,22.153,2.806,11.346,3.056,104.819,100.0,1.01,含气层,气层优势类
延976,3474.5,28.51,13.801,148.474,22.16,2.809,11.375,3.055,118.286,100.0,1.02,含气层,气层优势类
延976,3474.625,27.588,16.135,147.741,22.171,2.815,11.171,3.053,125.457,100.0,1.03,含气层,气层优势类
延976,3474.75,26.97,17.34,148.416,22.191,2.82,10.663,3.043,135.164,100.0,1.04,含气层,气层优势类
延976,3474.875,26.446,19.487,150.235,22.189,2.821,10.471,2.996,143.758,100.0,1.05,含气层,气层优势类
延976,3475.0,26.466,22.397,151.193,22.176,2.813,10.298,2.943,148.276,100.0,1.05,含气层,气层优势类
延1121,3595.0,15.891,60.211,162.587,22.071,2.738,8.187,3.182,207.639,40.628,1.31,含气层,气层优势类
延1121,3595.125,16.649,60.108,164.26,22.06,2.735,7.914,3.043,183.344,38.279,1.29,含气层,气层优势类
延1121,3595.25,17.628,60.007,165.951,22.038,2.734,7.676,2.879,167.226,37.603,1.27,含气层,气层优势类
延1121,3595.375,18.355,59.907,166.738,22.007,2.735,7.564,2.862,162.388,36.792,1.27,含气层,气层优势类
延1121,3595.5,18.09,59.789,165.546,21.975,2.737,7.488,2.908,168.203,36.291,1.27,含气层,气层优势类
延1121,3595.625,17.246,59.694,163.666,21.964,2.739,7.334,2.948,178.331,39.429,1.27,含气层,气层优势类
延1121,3595.75,16.747,59.602,162.032,21.964,2.739,7.025,2.98,188.832,46.035,1.28,含气层,气层优势类
延1121,3595.875,17.125,59.513,160.925,21.967,2.739,6.737,2.995,197.327,47.94,1.29,含气层,气层优势类
延1121,3596.0,18.379,59.426,160.391,21.976,2.74,6.607,3.005,203.048,52.564,1.3,含气层,气层优势类
延1121,3596.125,19.658,59.342,160.06,21.989,2.745,6.562,3.018,207.085,58.044,1.31,含气层,气层优势类
延1121,3596.25,20.184,59.261,159.511,22.002,2.754,6.554,3.025,210.127,61.597,1.32,含气层,气层优势类
延1121,3596.375,19.394,59.183,158.447,22.015,2.761,6.498,3.014,213.868,63.728,1.34,含气层,气层优势类
延1121,3596.5,17.898,59.108,156.922,22.034,2.766,6.379,2.99,220.755,62.714,1.36,含气层,气层优势类
延1121,3596.625,16.921,59.036,155.243,22.068,2.77,6.234,2.982,232.973,72.826,1.38,含气层,气层优势类
延1121,3596.75,17.295,58.968,153.982,22.108,2.774,6.139,3.022,250.935,100.0,1.4,含气层,气层优势类
延1121,3596.875,18.546,58.903,153.215,22.143,2.777,6.128,3.102,274.171,100.0,1.43,含气层,气层优势类
延1121,3597.0,19.898,58.842,152.612,22.17,2.78,6.143,3.178,301.801,100.0,1.44,含气层,气层优势类
延1121,3597.125,21.328,58.784,152.033,22.208,2.781,6.065,3.239,329.319,100.0,1.45,含气层,气层优势类
延1121,3597.25,23.086,58.73,151.693,22.272,2.78,5.939,3.29,352.118,100.0,1.46,含气层,气层优势类
延1121,3597.375,24.575,58.679,151.8,22.356,2.781,5.914,3.322,367.1,100.0,1.46,含气层,气层优势类
延1121,3597.5,24.685,58.633,152.254,22.403,2.788,6.017,3.323,377.924,100.0,1.47,含气层,气层优势类
延1121,3597.625,23.486,58.59,152.845,21.745,2.801,6.19,3.311,387.806,100.0,1.47,含气层,气层优势类
延1121,3597.75,22.345,58.551,153.269,21.722,2.815,6.324,3.277,395.85,100.0,1.47,含气层,气层优势类
延1121,3597.875,22.663,58.516,153.591,21.771,2.821,6.418,3.243,398.546,100.0,1.46,含气层,气层优势类
延1121,3598.0,25.701,58.485,153.944,21.863,2.815,6.394,3.237,395.202,100.0,1.45,含气层,气层优势类
靖81-2,4044.0,22.3,72.035,168.843,23.986,2.656,5.25,3.567,505.521,100.0,1.15,含气层,气层优势类
靖81-2,4044.125,20.259,71.479,173.938,24.096,2.651,5.885,3.548,297.636,100.0,1.14,含气层,气层优势类
靖81-2,4044.25,18.851,70.943,179.98,24.178,2.651,7.208,3.53,174.515,87.848,1.14,含气层,气层优势类
靖81-2,4044.375,18.091,70.414,184.655,24.122,2.653,9.051,3.508,119.31,49.859,1.14,含气层,气层优势类
靖81-2,4044.5,18.012,69.878,186.484,23.806,2.658,10.639,3.478,97.207,34.086,1.13,含气层,气层优势类
靖81-2,4044.625,18.269,69.327,185.621,23.243,2.663,11.405,3.442,86.283,34.363,1.13,含气层,气层优势类
靖81-2,4044.75,18.36,68.76,183.11,22.596,2.668,11.534,3.403,81.563,35.679,1.13,含气层,气层优势类
靖81-2,4044.875,17.914,68.187,180.561,22.103,2.674,11.469,3.366,80.895,40.174,1.13,含气层,气层优势类
靖81-2,4045.0,17.181,67.615,178.587,21.85,2.68,11.222,3.334,82.757,50.042,1.13,含气层,气层优势类
靖81-2,4045.125,16.809,67.047,176.724,21.782,2.686,10.763,3.309,86.399,62.917,1.13,含气层,气层优势类
靖81-2,4045.25,17.2,66.48,174.343,21.777,2.693,10.311,3.294,91.479,65.746,1.13,含气层,气层优势类
靖81-2,4045.375,18.104,65.917,171.674,21.784,2.699,10.085,3.286,97.589,66.089,1.13,含气层,气层优势类
靖81-2,4045.5,18.89,65.365,169.497,21.788,2.702,10.119,3.283,103.499,53.657,1.13,含气层,气层优势类
靖81-2,4045.625,19.103,64.837,168.348,21.787,2.703,10.194,3.283,107.819,47.361,1.13,含气层,气层优势类
靖81-2,4045.75,18.901,64.353,168.336,21.789,2.701,10.141,3.281,110.241,39.472,1.13,含气层,气层优势类
靖81-2,4045.875,18.856,63.924,169.173,21.816,2.7,10.03,3.279,111.405,36.636,1.13,含气层,气层优势类
靖81-2,4046.0,19.268,63.555,170.116,21.918,2.7,10.088,3.277,112.03,37.467,1.13,含气层,气层优势类
延1087-1,3770.0,26.634,49.205,158.808,22.231,2.849,5.681,3.287,373.236,57.35,1.42,含气层,气层优势类
延1087-1,3770.125,28.901,49.092,159.97,22.198,2.837,5.927,3.334,331.71,55.03,1.39,含气层,气层优势类
延1087-1,3770.25,29.485,49.009,161.032,22.236,2.827,6.275,3.382,295.518,54.144,1.36,含气层,气层优势类
延1087-1,3770.375,27.462,48.95,161.728,22.29,2.821,6.721,3.424,263.313,54.045,1.33,含气层,气层优势类
延1087-1,3770.5,23.816,48.913,161.913,22.397,2.817,7.201,3.44,234.947,52.546,1.32,含气层,气层优势类
延1087-1,3770.625,21.213,48.895,161.969,22.498,2.812,7.638,3.419,210.152,51.789,1.3,含气层,气层优势类
延1087-1,3770.75,20.687,48.89,162.154,22.408,2.803,8.023,3.363,188.429,51.577,1.29,含气层,气层优势类
延1087-1,3770.875,21.201,48.894,162.48,22.212,2.79,8.393,3.277,170.004,50.697,1.28,含气层,气层优势类
延1087-1,3771.0,21.728,48.904,162.975,22.092,2.778,8.764,3.174,155.024,50.017,1.27,含气层,气层优势类
延1087-1,3771.125,21.913,48.921,163.596,22.137,2.771,9.102,3.072,143.648,49.819,1.25,含气层,气层优势类
延1087-1,3771.25,21.861,48.941,164.061,22.251,2.767,9.37,2.981,136.477,51.027,1.24,含气层,气层优势类
延1087-1,3771.375,21.709,48.966,163.919,22.432,2.764,9.553,2.912,133.363,52.603,1.23,含气层,气层优势类
延1087-1,3771.5,22.056,48.994,162.667,22.7,2.761,9.64,2.874,133.084,54.585,1.21,含气层,气层优势类
延1087-1,3771.625,23.186,49.026,160.606,22.871,2.758,9.62,2.866,134.941,57.123,1.2,含气层,气层优势类
延1087-1,3771.75,23.974,49.058,158.284,22.908,2.758,9.531,2.882,139.1,59.735,1.19,含气层,气层优势类
延1087-1,3771.875,23.641,49.089,156.374,22.788,2.759,9.42,2.917,145.288,62.632,1.18,含气层,气层优势类
延1087-1,3772.0,22.817,49.114,155.533,22.655,2.758,9.31,2.96,151.886,61.972,1.18,含气层,气层优势类
延1096,4135.0,19.242,52.476,177.929,22.033,2.765,5.838,3.406,216.587,96.229,1.11,含气层,气层优势类
延1096,4135.125,19.793,51.808,178.074,22.027,2.762,5.805,3.323,186.552,100.0,1.1,含气层,气层优势类
延1096,4135.25,19.621,51.501,175.985,22.059,2.757,5.924,3.271,168.126,100.0,1.1,含气层,气层优势类
延1096,4135.375,19.337,51.261,173.919,22.1,2.75,6.139,3.221,147.901,100.0,1.1,含气层,气层优势类
延1096,4135.5,19.177,51.043,172.393,22.142,2.737,6.517,3.172,118.537,92.924,1.1,含气层,气层优势类
延1096,4135.625,19.474,50.877,171.349,22.16,2.726,6.94,3.139,89.769,83.366,1.1,含气层,气层优势类
延1096,4135.75,20.241,50.838,170.46,22.135,2.727,7.151,3.15,83.551,87.136,1.1,含气层,气层优势类
延1096,4135.875,21.101,50.832,169.283,22.105,2.731,7.29,3.184,81.568,91.348,1.1,含气层,气层优势类
延1096,4136.0,21.662,50.874,169.126,22.081,2.742,7.342,3.273,82.713,94.492,1.1,含气层,气层优势类
延1096,4136.125,21.529,50.955,171.275,22.076,2.758,7.337,3.398,90.04,95.472,1.1,含气层,气层优势类
延1096,4136.25,20.735,51.029,174.863,22.102,2.77,7.316,3.482,109.981,92.249,1.1,含气层,气层优势类
延1096,4136.375,19.893,51.114,178.491,22.176,2.784,7.281,3.557,136.804,93.738,1.1,含气层,气层优势类
延1096,4136.5,19.665,51.248,180.075,22.443,2.798,7.223,3.619,172.999,99.317,1.1,含气层,气层优势类
延1096,4136.625,20.361,51.409,178.473,22.848,2.806,7.197,3.651,216.962,100.0,1.11,含气层,气层优势类
延1096,4136.75,21.545,51.514,175.425,23.105,2.8,7.279,3.633,232.727,100.0,1.11,含气层,气层优势类
延1096,4136.875,22.858,51.619,172.761,23.322,2.788,7.429,3.597,237.125,100.0,1.11,含气层,气层优势类
延1096,4137.0,23.952,51.769,171.451,23.589,2.773,7.769,3.531,216.699,98.073,1.11,含气层,气层优势类
延1096,4137.125,24.336,51.988,171.606,23.892,2.761,8.268,3.455,173.859,89.64,1.1,含气层,气层优势类
延1096,4137.25,23.981,52.123,172.304,24.069,2.76,8.668,3.415,145.243,80.875,1.1,含气层,气层优势类
延1096,4137.375,23.681,52.178,172.92,24.201,2.76,9.079,3.383,131.158,73.93,1.1,含气层,气层优势类
延1096,4137.5,23.974,52.568,174.338,24.287,2.761,9.469,3.346,120.453,63.505,1.1,含气层,气层优势类
延1096,4137.625,24.717,53.201,176.893,24.332,2.76,9.706,3.306,110.028,61.336,1.1,含气层,气层优势类
延1096,4137.75,25.023,53.645,179.191,24.364,2.758,9.686,3.28,105.125,60.314,1.1,含气层,气层优势类
延1096,4137.875,24.825,54.181,180.835,24.451,2.754,9.554,3.252,102.134,60.713,1.1,含气层,气层优势类
延1096,4138.0,23.652,55.106,179.333,24.685,2.746,9.08,3.211,102.538,63.802,1.1,含气层,气层优势类
延1096,4138.125,22.041,56.308,174.392,24.98,2.738,8.386,3.165,108.113,67.547,1.1,含气层,气层优势类
延1096,4138.25,21.352,57.223,169.598,25.068,2.737,7.955,3.138,117.28,66.188,1.1,含气层,气层优势类
延1096,4138.375,21.072,58.252,165.367,25.005,2.738,7.583,3.111,127.705,64.04,1.1,含气层,气层优势类
延1096,4138.5,21.2,59.916,162.707,24.709,2.739,7.233,3.067,154.64,60.407,1.1,含气层,气层优势类
延1096,4138.625,21.979,61.987,162.593,24.315,2.734,7.009,3.014,205.511,63.184,1.11,含气层,气层优势类
延1096,4138.75,24.113,63.412,164.886,24.134,2.727,7.053,2.98,265.191,68.79,1.11,含气层,气层优势类
延1096,4138.875,28.458,64.895,168.039,23.997,2.72,7.197,2.951,328.667,79.791,1.11,含气层,气层优势类
延1096,4139.0,39.973,67.013,172.516,23.851,2.713,7.495,2.93,354.031,100.0,1.11,含气层,气层优势类
延966-6,4290.0,17.515,74.654,162.32,22.026,2.768,6.176,3.293,243.156,26.249,1.15,含气层,气层优势类
延966-6,4290.125,17.325,74.501,162.429,22.079,2.771,6.076,3.218,241.016,26.48,1.15,含气层,气层优势类
延966-6,4290.25,17.165,74.354,162.551,22.101,2.775,5.977,3.162,241.892,26.551,1.15,含气层,气层优势类
延966-6,4290.375,16.866,74.212,162.469,22.083,2.778,5.886,3.13,252.326,26.1,1.15,含气层,气层优势类
延966-6,4290.5,16.417,74.077,162.122,22.087,2.78,5.817,3.12,275.827,25.01,1.14,含气层,气层优势类
延966-6,4290.625,16.38,73.949,161.575,22.098,2.778,5.776,3.126,304.164,23.87,1.14,含气层,气层优势类
延966-6,4290.75,16.808,73.829,161.024,22.072,2.775,5.764,3.14,326.941,23.107,1.14,含气层,气层优势类
延966-6,4290.875,17.03,73.718,160.751,22.097,2.772,5.761,3.16,338.866,22.732,1.14,含气层,气层优势类
延966-6,4291.0,16.958,73.617,160.89,22.099,2.77,5.745,3.183,345.582,22.511,1.14,含气层,气层优势类
延966-6,4291.125,16.68,73.525,161.407,22.055,2.769,5.714,3.206,356.269,22.161,1.14,含气层,气层优势类
延966-6,4291.25,16.495,73.444,162.057,22.028,2.769,5.663,3.227,373.621,21.662,1.14,含气层,气层优势类
延966-6,4291.375,16.918,73.374,162.446,22.036,2.772,5.579,3.24,393.649,21.25,1.15,含气层,气层优势类
延966-6,4291.5,17.557,73.314,162.321,22.061,2.775,5.461,3.245,406.741,21.125,1.15,含气层,气层优势类
延966-6,4291.625,18.202,73.265,161.69,22.058,2.777,5.326,3.245,412.345,21.237,1.15,含气层,气层优势类
延966-6,4291.75,18.861,73.228,160.824,22.082,2.775,5.22,3.246,415.201,21.423,1.15,含气层,气层优势类
延966-6,4291.875,20.192,73.203,160.217,22.171,2.766,5.183,3.252,411.458,21.824,1.15,含气层,气层优势类
延966-6,4292.0,21.28,73.189,160.317,22.239,2.751,5.254,3.265,399.599,22.295,1.15,含气层,气层优势类
延1156,4128.0,17.598,77.438,167.83,21.982,2.774,7.214,2.807,1189.596,61.01,1.13,含气层,气层优势类
延1156,4128.125,16.972,76.865,167.127,21.974,2.765,7.314,2.807,1276.682,55.739,1.14,含气层,气层优势类
