井名,深度,GR,SP,AC,CAL,DEN,CNL,PE,RD,SW,RD_RS_ratio,y_fine,y_coarse
延907,3503.125,17.835,82.687,166.977,21.59,2.715,11.429,4.02,96.252,100.0,1.01,干层,非气层类
延907,3503.25,17.326,82.687,166.797,21.589,2.718,11.363,3.923,93.658,100.0,1.01,干层,非气层类
延907,3503.375,17.159,82.687,166.083,21.582,2.717,11.028,3.849,92.423,100.0,1.01,干层,非气层类
延907,3503.5,17.703,82.687,164.72,21.577,2.716,10.651,3.766,93.844,100.0,1.01,干层,非气层类
延907,3503.625,18.801,82.692,162.754,21.577,2.716,10.28,3.746,98.269,100.0,1.02,干层,非气层类
延907,3503.75,20.095,82.803,160.357,21.588,2.718,10.204,3.746,105.006,100.0,1.02,干层,非气层类
延907,3503.875,21.361,83.252,158.006,21.606,2.721,10.256,3.746,112.587,100.0,1.02,干层,非气层类
延907,3504.0,22.277,83.265,156.084,21.624,2.722,10.494,3.746,119.321,100.0,1.03,干层,非气层类
延907,3504.125,22.405,83.301,154.79,21.643,2.72,10.612,3.746,124.359,100.0,1.03,干层,非气层类
延907,3504.25,21.97,83.93,153.984,21.676,2.716,10.612,3.753,128.034,100.0,1.03,干层,非气层类
延907,3504.375,21.796,84.416,153.388,21.721,2.711,10.612,3.781,131.727,100.0,1.04,干层,非气层类
延907,3504.5,22.038,85.095,152.755,21.757,2.704,10.662,3.781,137.021,100.0,1.05,干层,非气层类
延907,3504.625,22.383,85.581,152.219,21.772,2.692,10.893,3.781,145.536,100.0,1.05,干层,非气层类
延907,3504.75,22.626,85.658,152.262,21.782,2.674,11.02,3.781,158.132,100.0,1.06,干层,非气层类
延907,3504.875,22.84,86.301,153.455,21.809,2.649,11.02,3.772,175.755,100.0,1.07,干层,非气层类
延907,3505.0,23.379,86.793,155.576,21.861,2.618,10.965,3.726,199.431,95.957,1.08,干层,非气层类
延907,3505.125,24.779,87.442,157.998,21.944,2.587,10.715,3.663,230.262,64.641,1.09,干层,非气层类
延907,3505.25,27.447,87.932,159.66,22.067,2.563,10.612,3.587,270.417,44.935,1.1,干层,非气层类
延907,3505.375,30.724,88.698,159.844,22.251,2.548,10.671,3.539,321.963,33.019,1.11,干层,非气层类
延907,3505.5,33.038,89.668,158.373,22.483,2.54,10.929,3.541,390.641,26.821,1.11,干层,非气层类
延907,3505.625,33.163,90.98,156.18,22.678,2.538,10.965,3.573,496.021,23.814,1.11,干层,非气层类
延907,3505.75,31.504,91.987,154.331,22.709,2.539,10.617,3.628,659.903,22.458,1.11,干层,非气层类
延907,3505.875,29.48,93.925,153.5,22.595,2.541,10.052,3.729,898.564,23.3,1.11,干层,非气层类
延907,3506.0,28.591,95.351,153.715,22.541,2.542,9.749,3.814,1189.433,25.376,1.09,干层,非气层类
延911-4,3628.0,20.61,50.195,166.399,22.53,2.677,7.159,3.321,225.457,79.713,1.14,干层,非气层类
延911-4,3628.125,22.462,49.58,163.727,22.437,2.702,6.891,3.342,272.769,90.4,1.08,干层,非气层类
延911-4,3628.25,23.179,49.03,160.654,22.348,2.729,6.878,3.391,295.362,99.292,1.07,干层,非气层类
延911-4,3628.375,21.973,48.543,158.216,22.251,2.771,7.009,3.492,285.24,100.0,1.1,干层,非气层类
延911-4,3628.5,19.582,48.114,156.889,22.325,2.782,7.157,3.732,253.815,100.0,1.13,干层,非气层类
延911-4,3628.625,17.144,47.747,156.674,22.49,2.776,7.291,3.936,220.038,100.0,1.14,干层,非气层类
延911-4,3628.75,16.568,47.431,157.353,22.413,2.759,7.409,3.965,192.951,100.0,1.13,干层,非气层类
延911-4,3628.875,16.718,47.156,158.593,22.263,2.734,7.487,3.915,173.516,92.693,1.14,干层,非气层类
延911-4,3629.0,17.125,46.915,159.882,22.353,2.707,7.502,3.891,163.58,79.896,1.16,干层,非气层类
延911-4,3629.125,17.497,46.703,160.931,22.731,2.703,7.462,3.866,167.064,66.464,1.15,干层,非气层类
延911-4,3629.25,17.628,46.508,161.67,23.197,2.71,7.404,3.797,178.069,60.057,1.12,干层,非气层类
延911-4,3629.375,17.481,46.323,162.289,23.612,2.735,7.352,3.742,188.622,54.143,1.1,干层,非气层类
延911-4,3629.5,17.41,46.147,163.074,23.785,2.755,7.331,3.69,192.94,50.243,1.11,干层,非气层类
延911-4,3629.625,17.41,45.981,164.024,23.818,2.764,7.277,3.646,192.561,47.208,1.13,干层,非气层类
延911-4,3629.75,17.049,45.824,164.807,23.817,2.766,7.172,3.613,197.228,44.732,1.15,干层,非气层类
延911-4,3629.875,15.713,45.676,164.781,23.788,2.753,7.033,3.574,214.484,43.721,1.15,干层,非气层类
延911-4,3630.0,15.468,45.54,163.699,23.578,2.737,6.908,3.569,247.977,44.532,1.14,干层,非气层类
延911-4,3630.125,16.237,45.419,161.69,23.379,2.683,6.851,3.567,298.267,48.132,1.13,干层,非气层类
延911-4,3630.25,17.403,45.316,159.132,23.344,2.622,6.893,3.556,354.607,54.049,1.11,干层,非气层类
延911-4,3630.375,18.422,45.23,156.538,23.444,2.545,7.02,3.531,405.137,62.362,1.1,干层,非气层类
延911-4,3630.5,20.771,45.16,154.419,23.6,2.453,7.124,3.497,440.869,74.351,1.1,干层,非气层类
延911-4,3630.625,22.358,45.107,153.088,24.175,2.418,7.161,3.483,460.107,85.553,1.11,干层,非气层类
延911-4,3630.75,24.038,45.069,152.676,25.166,2.407,7.155,3.474,474.606,90.166,1.12,干层,非气层类
延911-4,3630.875,24.247,45.041,153.152,25.668,2.422,7.225,3.469,490.156,86.737,1.12,干层,非气层类
延911-4,3631.0,23.603,45.023,154.094,25.527,2.443,7.412,3.46,504.388,75.878,1.11,干层,非气层类
延1059-1,3872.0,25.448,55.364,169.13,22.332,2.83,6.321,3.387,214.463,44.862,1.1,干层,非气层类
延1059-1,3872.125,24.873,55.352,169.845,22.276,2.826,6.667,3.383,184.314,42.681,1.1,干层,非气层类
延1059-1,3872.25,24.813,55.367,170.261,22.253,2.819,7.262,3.377,159.072,43.686,1.1,干层,非气层类
延1059-1,3872.375,25.192,55.406,170.38,22.25,2.81,7.82,3.365,139.727,44.88,1.1,干层,非气层类
延1059-1,3872.5,26.018,55.463,170.217,22.245,2.805,8.39,3.343,126.871,45.58,1.1,干层,非气层类
延1059-1,3872.625,27.36,55.538,169.732,22.211,2.801,8.998,3.296,119.35,45.24,1.1,干层,非气层类
延1059-1,3872.75,28.978,55.62,169.441,22.16,2.79,9.537,3.196,115.821,43.214,1.1,干层,非气层类
延1059-1,3872.875,29.518,55.711,169.943,22.157,2.776,9.843,3.118,113.565,38.94,1.1,干层,非气层类
延1059-1,3873.0,29.089,55.826,171.517,22.202,2.756,9.895,3.02,110.384,36.591,1.1,干层,非气层类
延1059-1,3873.125,28.339,55.954,173.465,22.259,2.739,9.787,2.926,106.092,36.79,1.1,干层,非气层类
延1059-1,3873.25,28.23,56.092,174.867,22.286,2.732,9.698,2.857,101.414,38.507,1.1,干层,非气层类
延1059-1,3873.375,28.996,56.256,175.117,22.288,2.729,9.704,2.792,97.112,36.537,1.1,干层,非气层类
延1059-1,3873.5,30.099,56.435,174.453,22.297,2.725,9.805,2.731,94.114,33.796,1.1,干层,非气层类
延1059-1,3873.625,30.745,56.63,173.434,22.346,2.72,9.982,2.694,92.112,31.952,1.1,干层,非气层类
延1059-1,3873.75,30.728,56.839,172.513,22.426,2.712,10.192,2.671,90.735,29.313,1.1,干层,非气层类
延1059-1,3873.875,30.178,57.062,172.103,22.523,2.703,10.411,2.652,89.53,27.199,1.1,干层,非气层类
延1059-1,3874.0,29.603,57.297,172.456,22.626,2.698,10.601,2.636,88.682,24.713,1.1,干层,非气层类
延1059-6,3713.0,20.136,82.988,168.746,23.046,2.749,6.06,2.29,116.121,70.972,1.09,干层,非气层类
延1059-6,3713.125,20.406,82.887,170.773,22.964,2.748,6.146,2.263,108.435,71.964,1.09,干层,非气层类
延1059-6,3713.25,20.187,82.78,173.767,22.794,2.748,6.451,2.27,103.748,68.01,1.09,干层,非气层类
延1059-6,3713.375,20.074,82.617,176.258,22.708,2.75,6.778,2.306,102.584,63.787,1.09,干层,非气层类
延1059-6,3713.5,20.598,82.443,176.977,22.742,2.754,7.051,2.363,104.809,60.945,1.09,干层,非气层类
延1059-6,3713.625,21.277,82.266,175.426,22.785,2.762,7.392,2.427,110.013,57.489,1.09,干层,非气层类
延1059-6,3713.75,21.282,82.112,172.334,22.724,2.773,7.431,2.484,117.056,56.66,1.09,干层,非气层类
延1059-6,3713.875,20.701,81.967,168.393,22.56,2.781,7.558,2.522,124.609,53.908,1.09,干层,非气层类
延1059-6,3714.0,20.674,81.828,164.997,22.394,2.783,7.139,2.54,130.295,57.627,1.09,干层,非气层类
延1059-6,3714.125,21.591,81.712,163.142,22.306,2.78,6.56,2.539,133.054,65.985,1.09,干层,非气层类
延1059-6,3714.25,22.684,81.639,162.992,22.306,2.781,6.56,2.524,133.449,68.041,1.09,干层,非气层类
延1059-6,3714.375,23.357,81.62,163.614,22.312,2.789,6.632,2.5,133.746,69.335,1.09,干层,非气层类
延1059-6,3714.5,23.65,81.666,164.09,22.271,2.798,6.534,2.472,135.74,72.701,1.09,干层,非气层类
延1059-6,3714.625,23.679,81.778,163.82,22.201,2.798,6.227,2.443,141.565,77.553,1.09,干层,非气层类
延1059-6,3714.75,24.086,81.971,162.968,22.176,2.804,5.941,2.418,152.88,84.036,1.09,干层,非气层类
延1059-6,3714.875,25.082,82.191,161.873,22.222,2.81,5.644,2.4,171.124,93.384,1.09,干层,非气层类
延1059-6,3715.0,26.365,82.471,160.873,22.295,2.817,5.455,2.395,199.854,100.0,1.09,干层,非气层类
郝2-1,3845.0,20.436,106.64,165.181,22.273,2.813,5.923,3.207,217.489,66.842,1.1,干层,非气层类
郝2-1,3845.125,21.772,106.64,167.546,22.303,2.808,6.041,3.193,218.139,58.134,1.1,干层,非气层类
郝2-1,3845.25,22.737,106.64,170.828,22.344,2.798,6.336,3.188,222.663,49.915,1.1,干层,非气层类
郝2-1,3845.375,22.884,106.64,172.38,22.384,2.779,6.763,3.134,228.552,44.162,1.1,干层,非气层类
郝2-1,3845.5,22.258,106.64,170.931,22.398,2.768,7.263,3.064,234.332,41.883,1.1,干层,非气层类
郝2-1,3845.625,21.424,106.64,168.421,22.357,2.762,7.698,3.027,238.542,42.43,1.1,干层,非气层类
郝2-1,3845.75,20.8,106.64,165.718,22.271,2.767,7.943,3.018,241.433,46.176,1.1,干层,非气层类
郝2-1,3845.875,20.685,106.64,162.565,22.173,2.786,7.924,3.018,243.942,51.585,1.1,干层,非气层类
郝2-1,3846.0,20.996,106.64,160.171,22.107,2.812,7.793,3.018,246.789,56.229,1.1,干层,非气层类
郝2-1,3846.125,21.288,106.64,160.16,22.084,2.838,7.709,3.07,250.128,57.983,1.1,干层,非气层类
郝2-1,3846.25,21.27,106.64,162.276,22.09,2.849,7.719,3.163,253.838,55.648,1.1,干层,非气层类
郝2-1,3846.375,21.295,106.64,163.21,22.095,2.858,7.74,3.298,256.375,50.954,1.1,干层,非气层类
郝2-1,3846.5,21.806,106.64,162.469,22.093,2.857,7.735,3.544,255.504,46.1,1.1,干层,非气层类
郝2-1,3846.625,23.602,106.64,162.086,22.093,2.851,7.686,3.635,249.346,42.778,1.1,干层,非气层类
郝2-1,3846.75,26.078,106.892,161.635,22.103,2.834,7.53,3.472,239.949,42.494,1.09,干层,非气层类
郝2-1,3846.875,27.997,107.042,161.019,22.136,2.816,7.25,3.224,229.053,45.15,1.09,干层,非气层类
郝2-1,3847.0,28.278,107.355,162.454,22.206,2.803,6.942,3.071,218.303,48.967,1.09,干层,非气层类
延874,3369.0,12.689,26.576,166.228,22.876,2.758,9.45,2.684,100.973,100.0,1.07,干层,非气层类
延874,3369.125,12.695,26.013,162.327,22.842,2.745,9.494,2.701,102.605,100.0,1.07,干层,非气层类
延874,3369.25,13.062,25.591,157.933,22.818,2.729,9.514,2.699,107.685,100.0,1.07,干层,非气层类
延874,3369.375,13.5,25.422,156.034,22.812,2.714,9.516,2.73,113.478,100.0,1.07,干层,非气层类
延874,3369.5,13.896,25.51,155.941,22.817,2.702,9.487,2.766,117.305,100.0,1.06,干层,非气层类
延874,3369.625,14.187,25.755,156.608,22.829,2.696,9.498,2.739,117.68,100.0,1.05,干层,非气层类
延874,3369.75,14.391,26.031,158.33,22.851,2.694,9.653,2.766,115.236,100.0,1.05,干层,非气层类
延874,3369.875,14.711,26.302,160.973,22.878,2.692,9.959,2.72,111.393,100.0,1.05,干层,非气层类
延874,3370.0,15.307,26.594,163.607,22.887,2.69,10.316,2.591,107.482,100.0,1.05,干层,非气层类
延874,3370.125,15.96,26.959,165.746,22.873,2.692,10.572,2.641,104.922,100.0,1.06,干层,非气层类
延874,3370.25,16.257,27.406,166.985,22.844,2.702,10.65,2.714,104.76,100.0,1.07,干层,非气层类
延874,3370.375,16.278,27.931,166.133,22.828,2.723,10.445,2.701,108.421,100.0,1.08,干层,非气层类
延874,3370.5,17.233,28.577,163.629,22.836,2.751,9.999,2.686,116.445,100.0,1.09,干层,非气层类
延874,3370.625,19.702,29.476,160.237,22.863,2.781,9.436,2.727,130.246,100.0,1.1,干层,非气层类
延874,3370.75,22.745,30.888,156.413,22.911,2.801,8.912,2.739,152.224,100.0,1.12,干层,非气层类
延874,3370.875,24.558,32.964,152.577,23.015,2.809,8.45,2.723,182.929,100.0,1.13,干层,非气层类
延874,3371.0,24.445,35.692,149.501,23.215,2.803,8.065,2.742,221.994,100.0,1.14,干层,非气层类
子59-1,3840.0,35.743,60.718,167.096,22.136,2.68,5.869,2.538,323.262,61.018,1.06,干层,非气层类
子59-1,3840.125,31.126,60.553,168.978,22.067,2.681,5.669,2.508,294.017,52.881,1.06,干层,非气层类
子59-1,3840.25,28.748,60.395,170.769,22.041,2.689,5.564,2.463,262.362,55.038,1.06,干层,非气层类
子59-1,3840.375,27.07,60.248,172.217,22.045,2.7,5.494,2.41,246.779,60.912,1.06,干层,非气层类
子59-1,3840.5,25.928,60.116,173.262,22.06,2.715,5.448,2.361,249.681,69.211,1.06,干层,非气层类
子59-1,3840.625,24.978,60.001,173.836,22.07,2.729,5.428,2.335,262.17,77.048,1.06,干层,非气层类
子59-1,3840.75,24.357,59.901,173.773,22.069,2.736,5.433,2.341,274.422,78.911,1.06,干层,非气层类
子59-1,3840.875,24.696,59.814,173.05,22.066,2.73,5.422,2.379,281.203,72.806,1.06,干层,非气层类
子59-1,3841.0,25.74,59.739,171.716,22.075,2.717,5.4,2.445,282.809,63.655,1.06,干层,非气层类
子59-1,3841.125,26.095,59.674,170.022,22.106,2.706,5.399,2.532,286.344,56.658,1.06,干层,非气层类
子59-1,3841.25,25.798,59.623,168.431,22.16,2.703,5.411,2.627,295.581,54.807,1.06,干层,非气层类
子59-1,3841.375,25.998,59.586,167.427,22.22,2.71,5.394,2.721,304.956,59.631,1.06,干层,非气层类
子59-1,3841.5,26.673,59.568,167.29,22.263,2.719,5.317,2.805,313.24,69.069,1.06,干层,非气层类
子59-1,3841.625,27.347,59.572,168.07,22.275,2.724,5.193,2.873,321.009,76.621,1.06,干层,非气层类
子59-1,3841.75,28.213,59.606,169.567,22.247,2.721,5.084,2.925,328.338,76.756,1.06,干层,非气层类
子59-1,3841.875,29.468,59.667,171.195,22.199,2.713,5.059,2.961,336.506,72.782,1.06,干层,非气层类
子59-1,3842.0,30.303,59.753,172.433,22.153,2.705,5.126,2.985,343.85,67.095,1.06,干层,非气层类
子59-1,3842.125,30.508,59.859,172.787,22.128,2.7,5.222,2.996,350.116,62.1,1.06,干层,非气层类
子59-1,3842.25,30.785,59.977,171.869,22.139,2.698,5.303,2.992,358.741,60.348,1.06,干层,非气层类
子59-1,3842.375,30.531,60.091,169.876,22.178,2.7,5.378,2.972,363.756,59.385,1.06,干层,非气层类
子59-1,3842.5,29.794,60.187,167.148,22.233,2.707,5.454,2.932,363.98,59.525,1.06,干层,非气层类
子59-1,3842.625,28.864,60.249,164.248,22.29,2.719,5.528,2.875,366.05,61.964,1.06,干层,非气层类
子59-1,3842.75,28.373,60.257,161.88,22.335,2.735,5.576,2.813,372.333,69.487,1.06,干层,非气层类
子59-1,3842.875,28.952,60.204,160.505,22.365,2.75,5.59,2.751,378.465,84.268,1.06,干层,非气层类
子59-1,3843.0,30.827,60.083,160.294,22.376,2.759,5.583,2.699,384.805,100.0,1.06,干层,非气层类
子59-3,3864.0,31.628,78.144,158.574,22.306,2.72,3.126,3.103,362.071,100.0,1.11,干层,非气层类
子59-3,3864.125,31.397,77.707,158.803,22.296,2.719,3.187,3.226,353.108,100.0,1.11,干层,非气层类
子59-3,3864.25,31.672,77.18,158.538,22.28,2.717,3.165,3.445,355.088,100.0,1.11,干层,非气层类
子59-3,3864.375,32.383,76.575,157.972,22.265,2.718,3.081,3.603,366.651,100.0,1.11,干层,非气层类
子59-3,3864.5,32.909,75.97,157.385,22.251,2.724,3.012,3.628,384.948,100.0,1.11,干层,非气层类
子59-3,3864.625,32.877,75.458,156.901,22.241,2.734,3.043,3.576,400.312,100.0,1.11,干层,非气层类
子59-3,3864.75,33.081,75.112,156.508,22.236,2.745,3.148,3.569,408.626,100.0,1.11,干层,非气层类
子59-3,3864.875,33.588,74.929,156.257,22.24,2.755,3.279,3.634,408.616,100.0,1.11,干层,非气层类
子59-3,3865.0,33.787,74.865,156.295,22.255,2.762,3.39,3.744,402.073,100.0,1.11,干层,非气层类
子59-3,3865.125,33.549,74.861,156.826,22.285,2.763,3.46,3.814,391.676,100.0,1.11,干层,非气层类
子59-3,3865.25,32.764,74.879,157.816,22.319,2.759,3.523,3.788,381.061,100.0,1.11,干层,非气层类
子59-3,3865.375,31.632,74.902,159.063,22.345,2.751,3.604,3.708,370.246,100.0,1.11,干层,非气层类
子59-3,3865.5,31.409,74.919,160.175,22.35,2.739,3.675,3.647,356.9,100.0,1.11,干层,非气层类
子59-3,3865.625,31.984,74.93,160.453,22.322,2.728,3.68,3.671,338.38,100.0,1.11,干层,非气层类
子59-3,3865.75,32.009,74.928,159.651,22.279,2.718,3.652,3.752,320.691,100.0,1.11,干层,非气层类
子59-3,3865.875,31.276,74.924,158.054,22.252,2.712,3.639,3.829,308.294,100.0,1.11,干层,非气层类
子59-3,3866.0,30.193,74.931,156.698,22.262,2.71,3.673,3.851,304.626,100.0,1.11,干层,非气层类
靖64,3829.375,40.341,43.338,162.94,22.071,2.774,9.927,2.668,721.627,100.0,1.15,干层,非气层类
靖64,3829.5,27.268,41.798,161.577,21.927,2.758,9.925,2.628,515.16,100.0,0.954,干层,非气层类
靖64,3829.625,21.716,40.334,161.79,21.778,2.746,9.482,2.634,410.855,100.0,0.959,干层,非气层类
靖64,3829.75,20.596,39.02,163.253,21.697,2.741,8.79,2.783,368.494,100.0,0.94,干层,非气层类
靖64,3829.875,21.071,37.865,165.889,21.67,2.737,8.327,2.99,292.787,100.0,0.905,干层,非气层类
靖64,3830.0,21.509,36.884,169.222,21.655,2.731,8.322,3.102,206.555,100.0,0.891,干层,非气层类
靖64,3830.125,21.632,36.141,171.377,21.656,2.719,8.722,3.103,170.636,100.0,0.9,干层,非气层类
靖64,3830.25,22.027,35.633,171.153,21.711,2.703,9.259,3.095,173.14,100.0,0.905,干层,非气层类
靖64,3830.375,22.677,35.343,168.997,21.819,2.685,9.712,3.105,189.706,100.0,0.902,干层,非气层类
靖64,3830.5,22.911,35.223,166.282,21.933,2.674,9.783,3.197,205.956,100.0,0.897,干层,非气层类
靖64,3830.625,22.154,35.214,164.255,21.994,2.68,9.315,3.406,213.577,100.0,0.897,干层,非气层类
靖64,3830.75,21.124,35.238,162.942,22.004,2.7,8.745,3.595,218.087,100.0,0.904,干层,非气层类
靖64,3830.875,20.39,35.267,161.95,21.99,2.722,8.383,3.653,220.308,100.0,0.916,干层,非气层类
靖64,3831.0,20.168,35.295,160.881,21.985,2.738,8.206,3.609,219.953,100.0,0.935,干层,非气层类
靖64,3831.125,20.594,35.336,159.383,22.013,2.745,7.998,3.581,228.788,100.0,0.968,干层,非气层类
靖64,3831.25,21.427,35.392,157.386,22.063,2.747,7.697,3.655,252.173,100.0,1,干层,非气层类
靖64,3831.375,22.529,35.455,155.1,22.103,2.743,7.349,3.841,280.646,100.0,1.02,干层,非气层类
靖64,3831.5,23.45,35.511,153.083,22.123,2.737,7.005,3.983,301.037,100.0,1.03,干层,非气层类
靖64,3831.625,23.648,35.552,151.959,22.14,2.733,6.78,3.903,306.046,100.0,1.03,干层,非气层类
靖64,3831.75,23.358,35.589,151.547,22.181,2.735,6.787,3.65,303.118,100.0,1.03,干层,非气层类
靖64,3831.875,22.771,35.634,151.902,22.252,2.743,7.016,3.34,295.646,100.0,1.01,干层,非气层类
靖64,3832.0,22.186,35.687,153.44,22.354,2.753,7.338,3.109,287.456,100.0,1.01,干层,非气层类
靖64,3832.125,21.929,35.74,156.43,22.484,2.757,7.58,3.105,280.42,100.0,1,干层,非气层类
靖64,3832.25,21.826,35.788,159.743,22.606,2.752,7.733,3.212,270.942,100.0,0.995,干层,非气层类
靖64,3832.375,21.739,35.832,162.274,22.661,2.74,7.841,3.293,257.337,100.0,0.993,干层,非气层类
靖64,3832.5,21.808,35.876,163.389,22.611,2.729,7.876,3.243,240.279,100.0,0.991,干层,非气层类
靖64,3832.625,22.588,35.917,163.019,22.502,2.726,7.727,2.987,223.46,100.0,0.993,干层,非气层类
靖64,3832.75,24.122,35.946,162.156,22.432,2.73,7.518,2.643,215.184,100.0,1,干层,非气层类
靖64,3832.875,25.912,35.955,161.517,22.397,2.737,7.439,2.341,223.376,100.0,1.02,干层,非气层类
靖64,3833.0,26.982,35.951,161.47,22.35,2.742,7.57,2.227,254.598,100.0,1.05,干层,非气层类
靖64,3833.125,26.457,35.955,162.09,22.299,2.744,7.776,2.343,316.208,100.0,1.09,干层,非气层类
靖64,3833.25,24.668,35.988,162.85,22.291,2.742,7.837,2.522,399.285,100.0,1.12,干层,非气层类
靖64,3833.375,22.923,36.063,163.107,22.35,2.738,7.689,2.623,502.447,100.0,1.16,干层,非气层类
靖64,3833.5,23.03,36.19,162.397,22.491,2.733,7.424,2.638,615.453,100.0,1.2,干层,非气层类
靖64,3833.625,26.239,36.399,160.852,22.708,2.731,7.197,2.627,718.723,100.0,1.24,干层,非气层类
靖64,3833.75,30.814,36.707,159.328,22.874,2.729,7.03,2.614,824.045,100.0,1.28,干层,非气层类
靖64,3833.875,35.566,37.148,158.092,22.875,2.724,6.848,2.681,1008.802,100.0,1.31,干层,非气层类
靖64,3834.0,39.448,37.743,156.799,22.724,2.717,6.58,2.897,1368.933,100.0,1.32,干层,非气层类
靖64,3834.125,41.433,38.531,154.791,22.553,2.714,6.293,3.175,1907.154,100.0,1.29,干层,非气层类
靖64,3834.25,42.312,39.489,152.33,22.446,2.718,6.172,3.357,2277.856,100.0,1.23,干层,非气层类
靖64,3834.375,44.664,40.631,150.49,22.395,2.727,6.259,3.395,2281.964,100.0,1.17,干层,非气层类
靖64,3834.5,50.707,41.943,150.702,22.366,2.735,6.52,3.36,2159.823,100.0,1.11,干层,非气层类
靖64,3834.625,60.522,43.364,154.373,22.352,2.741,7.015,3.272,1914.581,100.0,1.04,干层,非气层类
延1000-4,3754.0,20.347,88.944,163.715,22.621,2.722,9.748,3.05,48.579,60.909,1.1,干层,非气层类
延1000-4,3754.125,19.769,89.164,164.497,22.315,2.726,9.794,3.042,47.109,64.139,1.11,干层,非气层类
延1000-4,3754.25,19.129,89.416,164.466,22.172,2.727,10.074,3.032,46.72,66.633,1.11,干层,非气层类
延1000-4,3754.375,18.901,89.658,163.84,22.172,2.727,10.502,3.03,48.415,66.899,1.12,干层,非气层类
延1000-4,3754.5,19.154,89.893,163.553,22.172,2.728,10.872,3.042,52.105,65.069,1.13,干层,非气层类
延1000-4,3754.625,19.48,90.131,164.257,22.454,2.73,11.046,3.055,57.124,63.437,1.14,干层,非气层类
延1000-4,3754.75,19.806,90.393,166.073,22.621,2.734,11.091,3.051,61.533,63.749,1.15,干层,非气层类
延1000-4,3754.875,20.368,90.677,167.706,22.621,2.741,11.15,3.032,63.632,66.43,1.15,干层,非气层类
延1000-4,3755.0,21.231,90.981,168.012,22.621,2.75,11.294,3.019,63.195,71.314,1.15,干层,非气层类
延1000-4,3755.125,21.742,91.273,167.423,22.233,2.762,11.52,3.015,61.79,77.928,1.16,干层,非气层类
延1000-4,3755.25,20.991,91.534,166.05,22.172,2.775,11.819,2.964,60.896,83.869,1.16,干层,非气层类
延1000-4,3755.375,19.511,91.771,163.87,22.172,2.782,12.155,2.847,60.875,84.307,1.17,干层,非气层类
延1000-4,3755.5,18.484,92.015,162.996,22.172,2.778,12.357,2.739,61.272,77.814,1.18,干层,非气层类
延1000-4,3755.625,19.03,92.284,165.16,22.525,2.767,12.141,2.685,61.967,69.593,1.18,干层,非气层类
延1000-4,3755.75,20.354,92.559,168.84,22.621,2.758,11.418,2.655,63.579,64.953,1.18,干层,非气层类
延1000-4,3755.875,21.349,92.81,171.817,22.621,2.761,10.523,2.626,66.976,66.748,1.19,干层,非气层类
延1000-4,3756.0,21.257,93.005,173.487,22.621,2.775,9.902,2.604,72.439,75.238,1.19,干层,非气层类
延1076-2,3996.0,25.653,49.995,161.485,22.528,2.792,6.578,3.368,115.357,100.0,1.12,干层,非气层类
延1076-2,3996.125,25.571,49.972,160.472,22.711,2.786,6.772,3.341,110.691,100.0,1.12,干层,非气层类
延1076-2,3996.25,24.639,49.969,159.663,23.024,2.783,6.899,3.292,109.359,100.0,1.13,干层,非气层类
延1076-2,3996.375,24.056,49.979,159.241,22.911,2.784,6.944,3.24,108.8,100.0,1.15,干层,非气层类
延1076-2,3996.5,23.5,50.003,159.199,22.736,2.798,6.928,3.184,108.402,100.0,1.17,干层,非气层类
延1076-2,3996.625,22.688,50.04,159.447,22.987,2.815,6.879,3.157,109.363,100.0,1.2,干层,非气层类
延1076-2,3996.75,22.271,50.094,159.97,23.211,2.828,6.788,3.131,113.14,100.0,1.22,干层,非气层类
延1076-2,3996.875,22.895,50.164,160.738,22.816,2.841,6.648,3.122,119.099,100.0,1.24,干层,非气层类
延1076-2,3997.0,23.343,50.253,161.617,22.463,2.851,6.535,3.122,126.035,100.0,1.25,干层,非气层类
